fragment_id,volume_m3,diameter_from_volume_m,diameter_from_volume_mm,volume_fraction,cumulative_passing_pct,cumulative_retained_pct
293,9.532420400382108e-05,0.0566763040793334,56.6763040793334,8.554604843249171e-05,0.0085546048432491,99.99144539515676
390,0.000105136686491,0.0585578632448623,58.55786324486234,9.435198718502026e-05,0.0179898035617512,99.98201019643824
236,0.0001121615394866,0.059834056395214,59.83405639521403,0.0001006562455931,0.0280554281210697,99.97194457187894
411,0.0001185076297413,0.0609418868574134,60.941886857413486,0.0001063513673092,0.0386905648519913,99.961309435148
340,0.0001330642897838,0.0633413962885315,63.34139628853156,0.0001194148359006,0.0506320484420602,99.94936795155796
408,0.000136621307591,0.0639008455831207,63.90084558312073,0.0001226069823318,0.0628927466752409,99.93710725332475
377,0.000137137261368,0.0639811855784226,63.9811855784226,0.0001230700106597,0.0751997477412198,99.92480025225878
345,0.0001543227367706,0.0665493418384984,66.54934183849846,0.0001384926362824,0.0890490113694618,99.91095098863052
496,0.0001576332790074,0.0670218527215767,67.02185272157676,0.0001414635900867,0.1031953703781339,99.89680462962188
142,0.000164631394355,0.0679993369598349,67.99933695983495,0.0001477438535383,0.1179697557319701,99.88203024426802
204,0.0001675351258885,0.0683967949548783,68.39679495487836,0.0001503497264223,0.1330047283742035,99.8669952716258
4,0.0001699135281171,0.068718938944772,68.71893894477205,0.0001524841571722,0.1482531440914313,99.85174685590856
463,0.0001847600793227,0.0706648062554694,70.66480625546949,0.0001658077805034,0.1648339221417753,99.83516607785822
433,0.0001931421917635,0.0717176710187967,71.71767101879676,0.0001733300735487,0.1821669294966499,99.81783307050335
152,0.000201645306392,0.0727550536146261,72.7550536146261,0.0001809609566328,0.2002630251599331,99.79973697484009
498,0.0002034776063946,0.0729747584210611,72.97475842106111,0.00018260530317,0.2185235554769365,99.78147644452308
298,0.0002081402500025,0.073527954303073,73.52795430307309,0.0001867896626417,0.2372025217411091,99.76279747825888
52,0.0002155203052737,0.0743869108672376,74.38691086723765,0.000193412687426,0.2565437904837154,99.74345620951628
281,0.0002192051536697,0.0748084596972135,74.80845969721352,0.000196719551854,0.2762157456691249,99.72378425433088
242,0.0002243195656953,0.0753857935925777,75.38579359257776,0.000201309338293,0.2963466794984348,99.70365332050156
499,0.0002263685248028,0.0756146255981507,75.61462559815077,0.0002031481195016,0.3166614914486041,99.6833385085514
60,0.0002304174491673,0.0760627892993165,76.06278929931652,0.0002067817137541,0.3373396628240157,99.66266033717598
94,0.0002360019477432,0.0766723877400431,76.67238774004316,0.0002117933662576,0.3585189994497827,99.6414810005502
109,0.0002435693648555,0.0774832830169058,77.48328301690583,0.000218584533701,0.3803774528198886,99.61962254718011
113,0.0002460779291957,0.0777483797145965,77.74837971459652,0.000220835774808,0.4024610303006917,99.59753896969931
348,0.0002520818315047,0.0783756172968217,78.37561729682173,0.0002262238094953,0.4250834112502225,99.57491658874976
134,0.0002558983925339,0.0787691777175112,78.76917771751127,0.0002296488757527,0.4480482988254959,99.5519517011745
462,0.0002613340481876,0.0793229988417291,79.32299884172912,0.0002345269533267,0.4715009941581727,99.52849900584182
389,0.0002680914139548,0.0800008794057925,80.00087940579259,0.0002405911627816,0.4955601104363356,99.50443988956368
410,0.0002690593389692,0.0800970429328412,80.09704293284123,0.0002414598000918,0.5197060904455164,99.48029390955448
326,0.0002697153131312,0.0801620830453943,80.16208304539437,0.0002420484858093,0.5439109390264513,99.45608906097355
384,0.0002713198661587,0.0803207319142865,80.32073191428657,0.0002434884471752,0.5682597837439786,99.43174021625602
445,0.0002725107421574,0.0804380748722209,80.43807487222097,0.0002445571656285,0.5927155003068325,99.40728449969316
301,0.0002742782551895,0.0806116081707462,80.61160817074621,0.0002461433709058,0.6173298373974204,99.38267016260258
245,0.0002826866220996,0.0814270831646631,81.42708316466312,0.0002536892252924,0.6426987599266665,99.35730124007334
423,0.0002883240115672,0.0819648024548053,81.96480245480535,0.0002587483432517,0.6685735942518389,99.33142640574816
383,0.0002912523427546,0.0822413571323991,82.24135713239913,0.000261376292409,0.6947112234927428,99.30528877650724
243,0.0002928052001184,0.0823872590202362,82.38725902023626,0.0002627698609432,0.720988209587072,99.27901179041292
95,0.000298251720106,0.0828949571868801,82.89495718688012,0.0002676576884107,0.7477539784281516,99.25224602157184
131,0.0003004368718995,0.0830969090645968,83.0969090645968,0.0002696186919472,0.7747158476228744,99.22528415237711
382,0.0003023142649668,0.0832696372323564,83.26963723235644,0.0002713035059977,0.8018461982226509,99.19815380177737
96,0.0003075053024518,0.0837435425960203,83.74354259602039,0.0002759620578183,0.8294424040044849,99.17055759599552
230,0.0003105493245435,0.0840189640147777,84.01896401477777,0.0002786938305512,0.8573117870596121,99.1426882129404
409,0.0003245220730835,0.0852606304718762,85.2606304718763,0.0002912332840492,0.8864351154645375,99.11356488453546
174,0.0003282922986667,0.0855895397180068,85.58953971800688,0.0002946167678528,0.9158967922498268,99.08410320775018
211,0.000342476019349,0.0868048214721247,86.8048214721247,0.0003073455524162,0.9466313474914548,99.05336865250854
71,0.0003546650466333,0.0878226604131208,87.82266041312083,0.0003182842550186,0.978459772993322,99.02154022700668
97,0.0003553675349119,0.0878806058859031,87.88060588590314,0.0003189146835329,1.0103512413466167,98.9896487586534
249,0.0003557149965429,0.087909238394614,87.90923839461404,0.0003192265032834,1.0422738916749663,98.95772610832503
187,0.0003573913080557,0.0880471131822068,88.04711318220686,0.0003207308623008,1.074346977905048,98.92565302209496
207,0.000365944449326,0.0887439687957175,88.74396879571754,0.0003284066403994,1.1071876419449895,98.892812358055
253,0.0003677061756767,0.088886151003764,88.88615100376407,0.0003299876525809,1.1401864072030814,98.85981359279693
428,0.0003708912988398,0.0891420616668527,89.14206166685271,0.0003328460525352,1.173471012456609,98.8265289875434
259,0.0003865021445236,0.09037557953183,90.37557953183,0.0003468555706308,1.208156569519695,98.7918434304803
335,0.0003872001065288,0.0904299481725334,90.4299481725334,0.0003474819371673,1.242904763236425,98.75709523676358
1,0.0003873631694486,0.0904426407498706,90.44264074987063,0.000347628273437,1.2776675905801342,98.72233240941986
