diameter_m,diameter_mm,volume_m3,volume_fraction,cumulative_passing_pct
0.04856100547008089,48.561005470080886,5.996000127085726e-05,3.8746720583910816e-05,0.0038746720583910815
0.050034788961508495,50.0347889615085,6.558655795873764e-05,4.2382654793618654e-05,0.008112937537752947
0.05649260644379414,56.49260644379414,9.440031860533339e-05,6.100237976163597e-05,0.014213175513916546
0.056516911407652005,56.516911407652,9.452221333150108e-05,6.108114928790961e-05,0.02032129044270751
0.05777249036084198,57.77249036084198,0.00010096291678108381,6.524319284420462e-05,0.026845609727127972
0.05828613954592281,58.28613954592281,0.0001036798827789424,6.699892199903671e-05,0.033545501927031644
0.059145044700181365,59.145044700181366,0.0001083312402764391,7.000467325773422e-05,0.04054596925280506
0.05935786252576851,59.35786252576851,0.00010950485720209984,7.076307562810286e-05,0.04762227681561535
0.059775958923546674,59.775958923546675,0.00011183513791236712,7.226892508856124e-05,0.05484916932447147
0.0605391463560435,60.5391463560435,0.00011617361423408345,7.507248956879015e-05,0.06235641828135048
0.06075168341647384,60.751683416473846,0.00011740148012197791,7.586594813223893e-05,0.06994301309457437
0.06116377669079015,61.16377669079015,0.00011980680991339468,7.742029501957764e-05,0.07768504259653214
0.06120306611237919,61.20306611237919,0.00012003783707675892,7.756958696014534e-05,0.08544200129254666
0.06225404825095053,62.25404825095053,0.0001263285223164715,8.163468732869626e-05,0.09360547002541629
0.062380201078596105,62.3802010785961,0.0001270980634310542,8.213197208374277e-05,0.10181866723379057
0.06239568387990338,62.39568387990338,0.00012719272435647035,8.219314287009326e-05,0.11003798152079991
0.06288890409526189,62.88890409526189,0.00013023289734404717,8.415773144213596e-05,0.1184537546650135
0.06315209910406228,63.15209910406227,0.00013187485468029423,8.521877982055201e-05,0.1269756326470687
0.06387073089184853,63.870730891848524,0.00013642824113903654,8.816122126631633e-05,0.1357917547737003
0.06451212414162594,64.51212414162593,0.00014057971151151135,9.084394073138157e-05,0.1448761488468385
0.06459134897596754,64.59134897596753,0.0001410982692640578,9.117903766131283e-05,0.15399405261296978
0.06484720953399531,64.84720953399531,0.00014278168401997865,9.226687621688337e-05,0.1632207402346581
0.06676363173444425,66.76363173444425,0.00015581830690789868,0.00010069126537115051,0.17328986677177316
0.06721040592814019,67.21040592814019,0.00015896743892697572,0.00010272626430108433,0.1835624932018816
0.06842158415017212,68.42158415017212,0.00016771735224902528,0.0001083805411429308,0.19440054731617468
0.06863218535989514,68.63218535989515,0.0001692708229212407,0.00010938440860116727,0.2053389881762914
0.0699580075469449,69.9580075469449,0.00017927136208771688,0.00011584685170588818,0.21692367334688023
0.0701680345291947,70.1680345291947,0.0001808908324852093,0.00011689336881155163,0.22861301022803537
0.071522950296355,71.52295029635499,0.0001915732576079748,0.00012379645307802108,0.24099265553583749
0.07165579657084557,71.65579657084557,0.00019264272243058115,0.00012448755137317723,0.2534414106731552
0.07253982737755968,72.53982737755967,0.0001998610550042861,0.00012915210623286877,0.2663566212964421
0.07325426741531284,73.25426741531284,0.0002058246619829352,0.00013300584553200862,0.279657205849643
0.07405591459471907,74.05591459471907,0.00021265611323826724,0.00013742039402037912,0.2933992452516809
0.07531882537239126,75.31882537239126,0.00022372228043468075,0.0001445714560485028,0.30785639085653116
0.07536960689728484,75.36960689728484,0.0002241751002979976,0.00014486407253194023,0.32234279810972516
0.07547861015339187,75.47861015339187,0.00022514914703386561,0.00014549351075592994,0.3368921491853181
0.07550517767233064,75.50517767233065,0.0002253869797097561,0.00014564720048313364,0.3514568692336315
0.07553761759059929,75.5376175905993,0.00022567760919471591,0.0001458350080082922,0.3660403700344607
0.07558363913664977,75.58363913664977,0.00022609034506694778,0.00014610172183713424,0.3806505422181742
0.07564997787835462,75.64997787835462,0.00022668617706381254,0.00014648675411545566,0.3952992176297197
0.07573862719357065,75.73862719357065,0.00022748402788275128,0.0001470023328695223,0.40999945091667195
0.0758265570361926,75.8265570361926,0.00022827725058209932,0.0001475149208888857,0.4247509430055605
0.07640191650642619,76.40191650642619,0.0002335131706101021,0.0001508984219900328,0.4398407852045638
0.07728997751004898,77.28997751004898,0.0002417509364731089,0.0001562217442943093,0.45546295963399475
0.07770914352585667,77.70914352585667,0.00024570556304241383,0.0001587772614298475,0.4713406857769794
0.07793751727571345,77.93751727571345,0.0002478781941634347,0.00016018123623294712,0.4873588094002741
0.07820883990317437,78.20883990317436,0.0002504760201119966,0.00016185997595978373,0.5035448069962525
0.07849755099673085,78.49755099673085,0.0002532601998324137,0.00016365913925858145,0.5199107209221107
0.07929600784111798,79.29600784111798,0.0002610673688752022,0.00016870420582030136,0.5367811415041408
0.07936595246884473,79.36595246884472,0.00026175881748609624,0.00016915102646000447,0.5536962441501412
0.07966549800665225,79.66549800665224,0.00026473383340445196,0.00017107350991694268,0.5708035951418355
0.07966626098232826,79.66626098232827,0.00026474143973649145,0.00017107842520073111,0.5879114376619086
0.07969715189434931,79.6971518943493,0.00026504952282932227,0.00017127751141256457,0.605039188803165
0.07993642793207205,79.93642793207205,0.0002674439846970474,0.0001728248353447051,0.6223216723376356
0.08084067505960678,80.84067505960678,0.00027662308256998507,0.00017875645530729422,0.640197317868365
0.08104302240227151,81.04302240227152,0.00027870548109601456,0.0001801021209530958,0.6582075299636746
0.08133737130247548,81.33737130247547,0.00028175330561807944,0.00018207165401917726,0.6764146953655923
0.08144548968025855,81.44548968025856,0.0002828783685726496,0.00018279868035366847,0.6946945634009591
0.08159577672705332,81.59577672705332,0.00028444720129510196,0.0001838124749142317,0.7130758108923824
0.08169701902871501,81.69701902871502,0.0002855073236697376,0.00018449753603104528,0.7315255644954869
0.08196889875490575,81.96889875490575,0.0002883672418563585,0.00018634564224387327,0.7501601287198743
0.0827539258694252,82.7539258694252,0.0002967320386035961,0.0001917510531083982,0.769335234030714
0.08310188723247097,83.10188723247097,0.00030049087083167765,0.0001941800460866566,0.7887532386393799
0.08313100990786138,83.13100990786137,0.0003008068985003985,0.00019438426615865753,0.8081916652552457
0.08345850024322496,83.45850024322496,0.00030437596167629064,0.0001966906285784634,0.827860728113092
0.08381559446811791,83.81559446811791,0.0003082997064330407,0.00019922618959430802,0.8477833470725227
0.08457278837071724,84.57278837071725,0.0003167309992631173,0.00020467457085721652,0.8682508041582443
0.08466903402034795,84.66903402034795,0.000317813570357967,0.00020537413854959994,0.8887882180132043
0.08467694721148103,84.67694721148104,0.00031790268751662204,0.00020543172690137533,0.9093313907033418
0.08480398959234899,84.80398959234898,0.0003193357010866132,0.0002063577538395433,0.9299671660872961
0.084917646026216,84.917646026216,0.0003206213677789363,0.0002071885638301311,0.9506860224703092
0.08497519695859176,84.97519695859177,0.00032127369039238975,0.0002076101008798031,0.9714470325582895
0.08498580782784952,84.98580782784953,0.0003213940579447846,0.00020768788353192388,0.992215820911482
0.08536180859954746,85.36180859954746,0.00032567876810658407,0.00021045670381050145,1.013261491292532
0.08543576840779082,85.43576840779082,0.0003265260327821322,0.00021100421426661008,1.034361912719193
0.08549111751743466,85.49111751743466,0.000327161058480534,0.00021141457388599083,1.055503370107792
0.0860879544850987,86.0879544850987,0.00033406100908492,0.000215873387302342,1.0770907088380264
0.08610755289036418,86.10755289036418,0.0003342892136113477,0.0002160208552281937,1.0986927943608455
0.08613422220254513,86.13422220254513,0.00033459991893135753,0.0002162216359480601,1.1203149579556517
0.08619838122351536,86.19838122351537,0.00033534817893529607,0.00021670516864789703,1.1419854748204414
0.08632633428999366,86.32633428999365,0.0003368437715217293,0.00021767163473905207,1.1637526382943466
0.08633418643844692,86.33418643844692,0.0003369356966999531,0.00021773103765966202,1.1855257420603127
0.0864895977769912,86.48959777699119,0.0003387585416294127,0.00021890897731364093,1.207416639791677
0.08653364107949223,86.53364107949223,0.0003392763256531656,0.0002192435742526993,1.229340997216947
0.08659351735160245,86.59351735160244,0.0003399810918381756,0.00021969900083490063,1.251310897300437
0.08697798467518111,86.97798467518112,0.0003445296826924977,0.00022263834331567888,1.273574731632005
0.08740745571221381,87.40745571221382,0.0003496584747285135,0.00022595261729400646,1.2961699933614055
0.0874278146387128,87.4278146387128,0.000349902858780316,0.00022611054058235965,1.3187810474196415
0.08744274589573342,87.44274589573342,0.00035008216264993973,0.00022622640844074314,1.3414036882637157
0.08799896969797696,87.99896969797696,0.0003568053721032175,0.000230571010051682,1.3644607892688838
0.0880817464969736,88.08174649697361,0.00035781321337214294,0.00023122228662293465,1.3875830179311774
0.08828946124234613,88.28946124234614,0.0003603505774768759,0.00023286195533377433,1.4108692134645548
0.08838182856180668,88.38182856180669,0.0003614827437805801,0.00023359357191973774,1.4342285706565288
0.08905996717128065,89.05996717128065,0.0003698675362784543,0.00023901190422766428,1.4581297610792952
0.08907949619383083,89.07949619383083,0.0003701109027097694,0.00023916916992002265,1.4820466780712975
0.08931918607641967,89.31918607641967,0.0003731065669418847,0.00024110499651283166,1.5061571777225806
0.0894695167426087,89.46951674260869,0.00037499363566660606,0.00024232443819144537,1.5303896215417252
0.08960850338370605,89.60850338370605,0.00037674395625286386,0.00024345551192811256,1.5547351727345364
0.08972800947680264,89.72800947680264,0.0003782532974987537,0.0002444308625331949,1.579178258987856
0.08979604183627873,89.79604183627873,0.00037911433233067167,0.00024498727139473964,1.60367698612733
0.08983855138904036,89.83855138904036,0.0003796530067837372,0.0002453353679270318,1.628210522920033
0.09035698668350436,90.35698668350436,0.0003862636498720524,0.00024960722808703824,1.6531712457287369
0.09036580196936261,90.36580196936261,0.00038637671329379053,0.00024968029074076567,1.6781392748028134
0.09063543500584806,90.63543500584805,0.00038984565015534183,0.00025192195058814607,1.703331469861628
0.09068728626823516,90.68728626823516,0.0003905151086990292,0.00025235456103819576,1.7285669259654475
0.09100481815146498,91.00481815146497,0.0003946315296238082,0.0002550146312182759,1.7540683890872752
0.0913567350030272,91.3567350030272,0.0003992273924015236,0.0002579845212635699,1.7798668412136323
0.09160813508177025,91.60813508177026,0.00040253231270877786,0.00026012019206048684,1.805878860419681
0.09163468235038247,91.63468235038246,0.00040288236558798813,0.0002603463995456916,1.8319135003742504
0.09205374878014244,92.05374878014244,0.00040843510280592373,0.0002639346309149228,1.8583069634657425
0.09230727501129957,92.30727501129957,0.0004118190321168389,0.0002661213580781436,1.884919099273557
0.09231831632521081,92.31831632521082,0.0004119668287164194,0.000266216865640282,1.911540785837585
0.09238031986776397,92.38031986776397,0.0004127974513916696,0.00026675362187821467,1.9382161480254063
0.09240218196111508,92.40218196111508,0.0004130905901998926,0.00026694305095182675,1.9649104531205892
0.0927990834604064,92.7990834604064,0.0004184366177133844,0.0002703977045527072,1.99195022357586
0.09284382406326958,92.84382406326958,0.000419042123710991,0.0002707889882619114,2.019029122402051
0.09305974124160354,93.05974124160355,0.0004219724954333896,0.0002726826222166851,2.0462973846237196
0.09329157298019283,93.29157298019284,0.0004251340299068625,0.00027472563573008866,2.073769948196728
0.0934549425161672,93.45494251616721,0.0004273713910233053,0.0002761714396691598,2.1013870921636446
0.09398362178335945,93.98362178335945,0.00043466548265638875,0.00028088495075038604,2.1294755872386832
0.09412146923904019,94.1214692390402,0.0004365808841315373,0.00028212270132060933,2.157687857370744
0.09426841968969057,94.26841968969057,0.0004386289601682026,0.0002834461874487833,2.186032476115622
0.09448568893647968,94.48568893647969,0.00044166880323643075,0.0002854105628238189,2.214573532398004
0.09449750211144743,94.49750211144743,0.0004418344843018257,0.00028551762749711503,2.2431252951477156
0.09484642677145934,94.84642677145933,0.0004467468966036341,0.00028869207484229296,2.271994502631945
0.09527499916325921,95.27499916325921,0.00045283030451045715,0.00029262323063561666,2.3012568256955066
0.09527632959489692,95.27632959489692,0.0004528492749071546,0.0002926354894855937,2.330520374644066
0.09554057712675836,95.54057712675835,0.00045662764770229385,0.00029507710976331485,2.3600280856203972
0.0961781059599055,96.17810595990551,0.0004658298164275345,0.00030102363832912055,2.3901304494533093
0.09622547000395484,96.22547000395484,0.00046651836558268356,0.0003014685853130663,2.420277307984616
0.09658533112275469,96.5853311227547,0.00047177197805189084,0.0003048635194372499,2.450763659928341
0.09662974882602718,96.62974882602718,0.0004724231535184145,0.0003052843151897135,2.4812920914473127
0.09670828794628428,96.70828794628427,0.0004735760240820854,0.0003060293110645165,2.511895022553764
0.09680348338630859,96.80348338630859,0.0004749759041922781,0.0003069339268472212,2.5425884152384866
0.09708972326413698,97.08972326413698,0.00047920176828224274,0.0003096647202369643,2.573554887262183
0.09712781300984114,97.12781300984113,0.00047976598356517744,0.00031002932149536464,2.6045578194117196
0.09718358248737836,97.18358248737836,0.00048059288360933225,0.0003105636721338337,2.635614186625103
0.09732490087853876,97.32490087853876,0.00048269247963392265,0.0003119204509660489,2.666806231721708
0.0976431645134948,97.64316451349481,0.0004874433617543003,0.00031499051597845307,2.698305283319553
0.09776369579796265,97.76369579796265,0.0004892506995844851,0.0003161584347980435,2.7299211267993577
0.09810107742779324,98.10107742779324,0.0004943333988644283,0.0003194429232009436,2.761865419119452
0.0988304457480857,98.8304457480857,0.0005054414852232528,0.0003266210737887508,2.794527526498327
