adjusted_rand_index,normalized_mutual_info,n_true_fragments,n_predicted_clusters,noise_fraction,n_clusters,median_cluster_points,max_cluster_points,max_cluster_points_param,peakdist,minchild,estimated_fragments,p80,p80_error_pct
0.003927859018430731,0.542525278570209,500,566,0.4288341409305856,566,39.0,880,180,0.08,15,566,345.5956709184878,30.32242112007462
0.003927859018430731,0.542525278570209,500,566,0.4288341409305856,566,39.0,880,180,0.08,25,566,345.5956709184878,30.32242112007462
0.003929422753924407,0.5422866063573847,500,564,0.4288341409305856,564,39.0,880,180,0.08,40,564,349.3818005795492,31.750151921194583
0.00396862144082103,0.5407844228762617,500,560,0.4288341409305856,560,39.0,1140,180,0.1,15,560,340.28279737410236,28.318962738871654
0.00396862144082103,0.5407844228762617,500,560,0.4288341409305856,560,39.0,1140,180,0.1,25,560,340.28279737410236,28.318962738871654
0.00396926990140101,0.5406380455020523,500,559,0.4288341409305856,559,39.0,1140,180,0.1,40,559,343.3896891996618,29.49055630596982
0.003978897649540214,0.5393471603572313,500,558,0.4288341409305856,558,39.0,1213,180,0.12,15,558,348.92996409242005,31.57976661284694
0.003978897649540214,0.5393471603572313,500,558,0.4288341409305856,558,39.0,1213,180,0.12,25,558,348.92996409242005,31.57976661284694
0.003979545575819776,0.5392003832644263,500,557,0.4288341409305856,557,39.0,1213,180,0.12,40,557,359.5139887546807,35.570950054220894
0.004013530669105544,0.5385557576648384,500,557,0.4288341409305856,557,39.0,1213,180,0.14,15,557,354.49165709102306,33.677053581685925
0.004013530669105544,0.5385557576648384,500,557,0.4288341409305856,557,39.0,1213,180,0.14,25,557,354.49165709102306,33.677053581685925
0.0040141777197322094,0.5384086982316422,500,556,0.4288341409305856,556,39.0,1213,180,0.14,40,556,364.79633779097327,37.562897794137186
0.003954087934781469,0.5419804035361352,500,560,0.4288341409305856,560,39.0,880,250,0.08,15,560,350.4513459643156,32.15347220489522
0.003954087934781469,0.5419804035361352,500,560,0.4288341409305856,560,39.0,880,250,0.08,25,560,350.4513459643156,32.15347220489522
0.003954087934781469,0.5419804035361352,500,560,0.4288341409305856,560,39.0,880,250,0.08,40,560,350.4513459643156,32.15347220489522
0.0039799922721913605,0.5404726937096651,500,557,0.4288341409305856,557,39.0,1140,250,0.1,15,557,343.8009740016907,29.645649774090657
0.0039799922721913605,0.5404726937096651,500,557,0.4288341409305856,557,39.0,1140,250,0.1,25,557,343.8009740016907,29.645649774090657
0.0039799922721913605,0.5404726937096651,500,557,0.4288341409305856,557,39.0,1140,250,0.1,40,557,343.8009740016907,29.645649774090657
0.003990261162435307,0.5390342681472338,500,555,0.4288341409305856,555,39.0,1213,250,0.12,15,555,360.68773052847536,36.013562281753
0.003990261162435307,0.5390342681472338,500,555,0.4288341409305856,555,39.0,1213,250,0.12,25,555,360.68773052847536,36.013562281753
0.003990261162435307,0.5390342681472338,500,555,0.4288341409305856,555,39.0,1213,250,0.12,40,555,360.68773052847536,36.013562281753
0.00402488573227588,0.5382420918671357,500,554,0.4288341409305856,554,39.0,1213,250,0.14,15,554,365.64499116327005,37.88292079059283
0.00402488573227588,0.5382420918671357,500,554,0.4288341409305856,554,39.0,1213,250,0.14,25,554,365.64499116327005,37.88292079059283
0.00402488573227588,0.5382420918671357,500,554,0.4288341409305856,554,39.0,1213,250,0.14,40,554,365.64499116327005,37.88292079059283
0.003954087934781469,0.5419804035361352,500,560,0.4288341409305856,560,39.0,880,350,0.08,15,560,350.4513459643156,32.15347220489522
0.003954087934781469,0.5419804035361352,500,560,0.4288341409305856,560,39.0,880,350,0.08,25,560,350.4513459643156,32.15347220489522
0.003954087934781469,0.5419804035361352,500,560,0.4288341409305856,560,39.0,880,350,0.08,40,560,350.4513459643156,32.15347220489522
0.0039799922721913605,0.5404726937096651,500,557,0.4288341409305856,557,39.0,1140,350,0.1,15,557,343.8009740016907,29.645649774090657
0.0039799922721913605,0.5404726937096651,500,557,0.4288341409305856,557,39.0,1140,350,0.1,25,557,343.8009740016907,29.645649774090657
0.0039799922721913605,0.5404726937096651,500,557,0.4288341409305856,557,39.0,1140,350,0.1,40,557,343.8009740016907,29.645649774090657
0.003990261162435307,0.5390342681472338,500,555,0.4288341409305856,555,39.0,1213,350,0.12,15,555,360.68773052847536,36.013562281753
0.003990261162435307,0.5390342681472338,500,555,0.4288341409305856,555,39.0,1213,350,0.12,25,555,360.68773052847536,36.013562281753
0.003990261162435307,0.5390342681472338,500,555,0.4288341409305856,555,39.0,1213,350,0.12,40,555,360.68773052847536,36.013562281753
0.004026601370998108,0.5380356024624455,500,553,0.4288341409305856,553,39.0,1213,350,0.14,15,553,365.8276042320266,37.95178327716643
0.004026601370998108,0.5380356024624455,500,553,0.4288341409305856,553,39.0,1213,350,0.14,25,553,365.8276042320266,37.95178327716643
0.004026601370998108,0.5380356024624455,500,553,0.4288341409305856,553,39.0,1213,350,0.14,40,553,365.8276042320266,37.95178327716643
0.003963073905639852,0.5416938027346978,500,559,0.4288341409305856,559,39.0,880,500,0.08,15,559,350.255990267589,32.07980453623103
0.003963073905639852,0.5416938027346978,500,559,0.4288341409305856,559,39.0,880,500,0.08,25,559,350.255990267589,32.07980453623103
0.003963073905639852,0.5416938027346978,500,559,0.4288341409305856,559,39.0,880,500,0.08,40,559,350.255990267589,32.07980453623103
0.0039889679402939785,0.5401849565460477,500,556,0.4288341409305856,556,39.0,1140,500,0.1,15,556,343.7236690438655,29.61649845618906
0.0039889679402939785,0.5401849565460477,500,556,0.4288341409305856,556,39.0,1140,500,0.1,25,556,343.7236690438655,29.61649845618906
